peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
89.73,1.75,V,35,0,6,0,8,6,0,N,1,1,1
94.73,1.82,V,68,0,0,3,13,11,0,N,0,2,4
53.25,1.72,M,58,70,10,0,8,3,0,N,1,1,2
72.89,1.64,M,74,0,0,2,0,8,0,N,2,4,4
83.86,1.74,V,18,0,10,0,10,3,0,N,1,2,2
84.7,1.73,V,44,0,0,0,0,0,0,N,2,4,4
46.08,1.6,M,18,80,3,0,13,8,2,N,2,2,3
54.5,1.74,V,40,130,1,1,19,14,0,N,0,2,1
80.77,1.63,M,56,0,2,2,13,6,0,N,2,3,2
91.16,1.68,M,18,0,1,2,17,7,0,N,1,1,2
97.68,1.7,M,28,0,0,4,12,4,3,N,3,4,3
90.25,1.69,M,47,0,0,1,20,9,0,N,0,2,2
80.57,1.62,M,32,0,0,0,4,1,0,N,2,2,3
72.3,1.59,M,43,0,1,0,0,0,0,N,1,4,2
53.87,1.73,M,18,80,0,0,20,16,0,N,2,3,2
81.29,1.71,M,21,0,14,5,17,10,0,N,1,4,4
85.14,1.75,V,67,0,4,0,0,4,0,N,2,3,3
71.73,1.57,M,40,0,0,0,8,8,0,N,1,2,3
87.21,1.68,M,32,0,0,0,0,0,0,N,4,4,3
80.42,1.64,M,48,0,3,3,0,0,0,N,1,2,3
57.03,1.78,V,35,140,4,0,0,4,0,N,1,4,4
81.67,1.65,M,29,0,3,2,2,0,0,N,1,3,3
49.6,1.66,V,64,50,0,0,3,1,5,N,0,1,4
86.97,1.75,V,48,0,0,3,2,0,9,N,2,4,3
92.42,1.77,M,63,0,0,1,0,0,0,N,2,3,3
92.62,1.76,V,23,0,6,0,13,0,5,N,0,1,2
98.05,1.82,V,33,0,0,0,0,0,0,N,3,4,4
85.34,1.67,M,23,0,3,0,20,7,0,N,1,0,0
90.93,1.78,V,48,0,4,1,3,3,0,N,2,4,2
95.55,1.77,V,21,0,0,1,11,9,3,N,2,4,4
87.4,1.69,M,50,0,0,0,0,0,0,N,2,3,4
89.35,1.78,V,60,0,19,2,5,0,1,N,2,2,2
70.4,1.58,M,47,0,0,0,0,2,0,N,2,2,3
73.1,1.68,M,94,0,0,0,0,2,0,N,0,2,1
68.73,1.74,V,49,30,2,2,7,0,0,N,2,3,2
50.8,1.68,M,42,90,0,0,0,0,2,N,0,0,0
46.66,1.61,V,38,60,0,6,0,1,0,N,2,2,0
75.69,1.61,M,47,0,0,0,16,6,0,N,1,2,2
86.12,1.7,V,47,0,0,0,11,12,0,N,2,3,4
79.31,1.68,M,42,0,3,0,7,0,0,N,1,1,1
59.69,1.69,V,35,30,6,0,12,0,0,N,0,0,0
96.32,1.78,V,32,0,0,0,10,9,0,N,2,4,4
72.06,1.61,M,30,0,13,2,11,0,0,N,0,1,1
49,1.65,M,54,60,0,4,5,6,0,N,1,3,4
86.2,1.73,M,35,0,0,0,0,1,2,N,2,4,4
97.33,1.72,V,18,0,0,1,0,0,0,N,3,4,4
75.64,1.68,V,86,0,10,1,14,11,0,N,0,0,1
69.16,1.67,M,28,0,19,4,0,7,0,N,0,1,1
54.5,1.74,M,18,140,0,0,24,14,0,N,3,4,3
57.03,1.78,V,37,80,2,0,16,4,0,N,1,1,0
72.96,1.62,M,54,0,0,0,0,0,3,N,2,3,2
80.72,1.68,V,40,0,0,0,0,8,0,N,2,4,3
86.68,1.72,M,43,0,14,6,0,6,0,N,3,4,3
91.4,1.69,V,35,0,0,3,19,14,0,N,1,3,4
98.25,1.86,V,41,0,8,0,8,11,0,N,2,3,3
79.31,1.68,V,47,0,8,5,0,0,0,N,0,0,0
84.22,1.67,M,51,0,4,2,0,0,2,N,1,3,4
47.82,1.63,M,38,60,11,0,7,3,0,N,1,1,0
75.96,1.65,V,54,0,0,2,0,4,0,N,2,2,0
79.48,1.67,V,33,0,2,1,0,3,0,N,1,1,2
53.25,1.72,M,40,110,0,2,8,1,0,N,1,1,0
64.04,1.62,M,30,0,12,0,16,18,0,N,1,2,0
79.36,1.66,M,18,0,20,0,0,2,0,N,4,4,3
52.63,1.71,M,46,70,4,0,13,14,3,N,3,4,4
90.14,1.76,V,32,0,9,4,0,0,0,N,1,2,2
90.68,1.79,M,42,0,5,0,1,5,0,N,2,4,2
53.98,1.69,M,74,40,0,0,21,17,0,N,2,2,2
90.53,1.72,V,50,0,0,1,9,0,0,N,0,0,0
80.81,1.73,M,63,0,0,0,14,8,0,N,0,3,1
50.2,1.67,M,24,120,7,1,0,4,0,N,2,3,4
84.21,1.71,M,80,0,0,0,0,0,0,N,1,3,4
64.97,1.59,M,63,0,0,1,0,6,0,N,0,1,2
70.54,1.74,M,56,0,28,0,13,2,0,N,0,0,0
91.52,1.71,M,18,0,0,1,1,0,3,N,3,4,3
52.02,1.7,M,46,70,0,2,0,0,4,N,0,1,1
64.95,1.73,V,64,20,0,0,0,2,0,N,0,2,2
74.05,1.65,M,47,0,1,3,4,9,0,N,0,1,0
82.3,1.8,V,37,20,8,0,11,0,3,N,2,3,4
55.12,1.75,V,37,100,7,0,6,0,0,N,1,2,1
88.75,1.72,M,54,0,0,0,6,4,0,N,1,1,1
104.39,1.76,V,39,0,3,0,24,6,0,N,1,0,0
93.86,1.71,M,59,0,0,2,14,7,0,N,3,4,4
58.32,1.8,V,33,80,2,0,8,2,1,N,0,1,1
84.87,1.76,V,40,0,23,0,16,6,5,N,1,3,4
76.39,1.58,M,18,0,7,0,12,2,0,N,2,3,4
98.61,1.75,V,32,0,0,4,0,0,0,N,3,4,4
102.13,1.77,V,44,0,0,3,9,0,0,N,1,2,3
91.12,1.72,V,20,0,0,0,16,12,0,N,2,3,3
81.57,1.63,M,37,0,7,0,6,0,0,N,1,2,2
85.6,1.73,M,41,0,0,5,0,6,0,N,1,2,2
87.11,1.69,M,31,0,0,7,14,10,0,N,1,4,4
60.94,1.84,V,46,40,0,1,0,0,0,N,0,1,0
43.8,1.56,M,25,110,2,1,2,2,0,N,1,4,4
82.7,1.68,V,26,0,9,1,12,8,0,N,0,0,1
53.87,1.73,V,42,210,0,1,0,6,2,N,1,1,0
89.1,1.8,V,48,0,9,3,12,16,0,N,1,3,2
86.97,1.75,M,38,0,0,2,3,0,0,N,1,3,2
90.98,1.73,V,45,0,0,1,0,0,0,N,1,2,2
87.69,1.73,V,36,0,0,4,9,6,0,N,0,1,0
84.67,1.68,M,37,0,0,8,0,0,0,N,1,3,3
46.08,1.6,M,44,150,9,0,0,3,5,N,2,4,4
76.9,1.71,V,56,0,4,0,5,1,0,S,0,2,1
80.26,1.81,V,57,0,18,2,0,0,0,N,0,0,1
82.17,1.71,V,62,0,0,0,18,11,0,N,0,0,0
95.24,1.77,V,39,0,11,0,28,20,1,N,2,2,1
47.24,1.62,M,37,60,20,0,0,4,3,N,1,3,2
91.74,1.74,V,33,0,3,0,10,14,0,N,3,4,4
73.86,1.63,M,47,0,0,0,6,6,0,N,1,2,1
77.9,1.68,M,51,0,4,1,0,1,0,N,1,3,4
81.57,1.66,M,33,0,9,0,4,0,0,N,2,3,3
85.76,1.65,M,43,0,0,0,7,0,0,N,0,0,2
78.64,1.63,M,41,0,0,3,4,1,0,N,2,4,4
96.97,1.73,V,32,0,2,0,2,0,0,N,2,2,3
89.92,1.74,V,61,0,4,3,3,0,0,N,2,1,0
87.68,1.69,V,36,0,0,7,0,9,0,N,0,4,4
51.41,1.69,M,63,110,0,0,9,1,0,N,0,0,0
82.24,1.72,M,39,10,0,5,3,1,0,N,1,1,0
47.82,1.63,M,31,190,0,0,12,11,5,N,1,3,2
103.7,1.85,V,32,0,1,0,11,5,0,N,0,1,1
90.23,1.72,V,32,0,0,5,0,4,0,N,2,4,4
55.76,1.76,V,18,40,0,0,0,0,0,N,0,3,2
51.83,1.59,M,52,30,0,1,2,0,0,N,2,3,2
65.98,1.59,M,47,0,11,3,0,0,0,N,1,1,2
100.44,1.8,V,18,0,0,3,0,0,0,N,2,1,1
100.76,1.8,V,38,0,6,0,10,3,0,N,2,3,4
50.8,1.68,M,47,60,0,1,4,11,0,N,1,2,4
80.79,1.78,V,51,0,12,2,2,6,0,N,1,3,3
81.11,1.73,V,38,0,0,0,9,10,0,N,0,2,2
73.66,1.72,V,43,10,12,4,0,2,0,N,2,3,1
79.1,1.6,M,38,0,0,0,6,0,5,N,2,2,3
84.45,1.64,M,30,0,1,5,10,7,0,N,1,2,2
71.9,1.58,M,25,0,0,0,7,6,0,N,1,1,0
97.57,1.73,V,54,0,0,1,24,11,1,N,2,2,4
73.24,1.85,V,58,20,6,5,2,12,0,N,0,0,0
82.7,1.68,M,39,0,6,1,10,9,0,N,3,4,3
84.18,1.64,M,18,0,2,0,12,1,0,N,0,1,3
89.92,1.74,V,47,0,0,2,9,11,1,N,1,2,2
88.75,1.79,V,38,0,12,0,0,0,5,N,1,3,4
95.55,1.77,V,40,0,6,1,4,0,0,N,1,2,3
63.79,1.68,V,31,30,0,1,4,1,0,N,2,2,2
78.93,1.67,M,18,10,0,0,0,1,0,N,2,4,4
67.79,1.66,V,21,0,18,0,0,4,0,N,1,3,2
98.6,1.86,V,56,0,0,1,0,0,0,N,1,2,3
81.44,1.74,V,49,0,11,0,4,3,0,N,1,2,3
64.27,1.54,M,18,0,22,5,15,6,0,N,1,3,4
98.05,1.79,V,25,0,0,0,0,0,0,N,1,2,2
83.97,1.69,M,18,0,0,0,16,12,1,N,1,3,4
91.52,1.71,M,40,0,0,1,6,0,0,N,2,4,3
53.87,1.73,V,62,50,0,1,3,8,0,N,1,1,0
98.17,1.8,V,43,0,0,3,0,1,0,N,2,3,4
62.94,1.87,V,32,60,0,0,6,4,0,N,0,2,1
82.24,1.72,M,61,20,0,0,10,0,NA,N,4,3,2
99.49,1.78,V,39,0,0,6,3,1,0,N,2,1,1
86.25,1.69,V,54,0,2,5,0,0,0,N,2,2,2
87.21,1.68,V,43,0,0,3,11,4,0,N,1,3,2
47.82,1.63,M,39,170,0,1,16,2,3,N,2,4,4
49,1.65,M,30,120,13,8,2,0,0,N,0,0,2
82.76,1.65,M,34,0,0,5,0,0,0,N,1,1,2
73.69,1.69,M,53,0,3,0,0,9,0,N,0,1,1
55.12,1.75,M,45,100,0,1,8,0,0,N,2,4,4
84.69,1.59,M,37,0,0,0,24,12,0,N,2,4,4
100.44,1.8,V,55,0,0,0,0,0,6,N,1,1,1
79.97,1.63,M,58,0,0,4,0,0,0,N,1,3,4
54.5,1.74,V,52,70,4,0,16,4,0,N,2,3,3
77.86,1.65,M,73,0,0,3,0,2,0,N,1,3,2
76.9,1.79,V,34,30,0,3,0,0,5,N,2,4,4
90.83,1.74,V,44,0,0,3,3,0,0,N,1,2,2
78.09,1.67,M,37,0,0,3,15,12,2,S,0,0,1
75.06,1.62,M,34,0,5,0,2,0,0,N,1,1,2
53.87,1.73,V,61,90,7,2,20,9,0,N,0,1,1
80.04,1.65,M,22,0,9,1,5,1,0,N,1,3,3
95.24,1.77,V,49,0,0,4,16,16,1,N,1,0,0
62.37,1.54,M,19,0,19,0,1,0,0,N,2,1,0
83.38,1.64,M,42,0,0,0,0,0,0,N,3,4,4
67.78,1.64,M,39,0,15,2,0,0,0,N,1,2,1
101.99,1.85,V,22,0,0,1,0,2,0,N,0,0,1
97.97,1.7,M,40,0,0,4,27,7,0,N,1,2,1
82.69,1.75,V,57,0,5,2,0,9,0,N,1,1,1
106.92,1.8,V,46,0,0,0,5,2,0,N,1,1,2
88.72,1.78,V,56,0,0,0,3,4,0,N,2,3,2
82.54,1.72,V,20,0,20,1,0,0,0,N,3,4,4
64.77,1.6,M,44,0,0,0,0,7,0,N,0,1,0
82.7,1.68,V,41,0,0,0,0,0,0,N,1,2,3
53.87,1.73,M,34,140,4,0,10,0,0,N,0,1,1
82.93,1.62,M,31,0,0,2,8,8,0,N,2,3,2
83.72,1.72,M,49,0,3,1,0,3,0,N,1,3,4
76.2,1.68,M,31,0,4,0,14,11,5,N,1,2,2
90.68,1.73,V,68,0,0,4,0,0,0,N,2,2,3
52.02,1.7,V,41,40,13,0,17,12,2,N,1,1,1
86.15,1.77,V,31,0,0,0,0,0,1,N,1,4,4
113.19,1.83,V,32,0,0,4,19,9,0,N,1,3,4
97.96,1.81,V,54,0,0,1,0,5,0,N,4,3,2
80.83,1.69,M,18,0,13,0,26,15,0,N,0,3,3
52.02,1.7,V,19,90,7,0,11,7,0,N,1,0,0
79.91,1.66,M,23,0,0,3,0,0,0,N,0,3,3
71.68,1.6,M,37,0,13,4,14,8,0,N,2,4,4
55.12,1.75,V,46,150,0,1,0,0,0,N,4,4,4
53.25,1.72,M,18,110,2,3,0,0,0,N,2,1,0
50.2,1.67,M,39,30,3,1,0,5,0,N,0,1,0
73.12,1.69,M,50,0,0,0,5,14,0,N,1,2,2
64.12,1.76,V,35,40,0,5,0,0,5,N,3,4,4
76.89,1.62,M,22,0,7,5,0,0,0,N,1,2,2
62.97,1.63,M,40,20,13,0,3,2,2,N,2,4,4
60.28,1.83,V,28,80,0,3,0,0,1,N,3,4,4
68.15,1.58,M,41,0,8,0,18,8,0,N,0,0,0
52.63,1.71,M,53,50,0,5,6,7,1,N,2,2,1
82.57,1.64,M,60,0,0,0,10,4,0,N,2,3,4
88.03,1.77,V,41,0,9,0,7,0,0,N,1,1,2
81.4,1.65,M,38,0,2,2,0,2,0,N,2,3,3
98.17,1.73,M,50,0,0,5,9,1,0,N,2,2,3
77.71,1.66,M,22,0,16,2,23,10,0,N,0,2,3
51.41,1.69,M,37,80,11,6,8,0,1,N,2,4,4
82.03,1.64,M,26,0,0,0,4,1,0,N,2,2,2
89.83,1.76,V,41,0,0,0,0,0,0,N,1,1,0
78.47,1.62,M,22,0,0,0,5,0,0,N,2,2,2
47.24,1.62,M,26,90,0,3,19,6,0,N,0,0,0
65.06,1.61,M,22,10,0,4,0,2,0,N,0,1,2
99.92,1.81,V,43,0,5,0,7,0,0,N,1,2,4
83.68,1.69,M,37,0,0,3,0,0,0,N,1,3,3
82.76,1.65,M,57,0,4,2,1,0,0,N,1,2,4
84.6,1.66,M,20,0,3,0,8,7,0,N,2,2,0
76.99,1.61,M,48,0,6,8,0,1,0,N,1,2,1
71.8,1.61,V,38,0,6,3,0,0,0,N,1,3,3
81.95,1.72,M,52,0,8,0,4,8,0,N,3,4,3
88.1,1.74,V,49,0,0,4,0,1,0,N,0,3,4
84.18,1.64,V,46,0,0,0,12,9,4,N,3,4,4
84.4,1.65,M,25,0,0,2,5,3,1,N,4,4,4
89.42,1.75,V,33,0,5,1,0,0,NA,N,2,4,3
101.06,1.75,V,30,0,4,2,0,0,0,N,3,4,4
81.49,1.64,M,54,0,1,1,0,9,6,N,4,4,4
84.11,1.68,M,47,0,0,2,0,0,0,N,1,4,4
54.5,1.74,M,61,70,8,2,8,1,0,N,0,0,1
72.84,1.61,M,18,0,6,1,0,6,0,N,2,3,4
85.98,1.74,V,26,0,11,0,5,0,0,N,1,2,2
73.51,1.65,M,65,0,29,3,14,0,0,S,0,1,3
52.02,1.7,M,48,50,11,5,0,0,0,N,2,0,1
58.32,1.8,V,59,120,15,0,13,7,7,N,1,2,2
57.03,1.78,V,32,120,0,4,13,0,0,N,2,3,2
55.12,1.75,V,69,190,5,0,11,5,0,N,2,4,4
96.23,1.8,V,55,0,2,0,1,0,0,N,2,4,4
96.95,1.78,V,41,0,0,0,32,24,0,N,0,2,3
77.62,1.68,V,44,0,1,0,5,2,5,N,0,2,3
88.13,1.8,V,35,0,0,0,2,0,0,N,1,2,1
88.31,1.71,M,27,0,0,0,0,0,0,N,1,0,0
79.7,1.83,V,41,0,17,0,0,7,0,N,1,3,1
95.8,1.79,V,36,0,0,1,11,2,0,N,0,2,3
94.84,1.79,V,73,0,5,5,0,0,0,N,2,2,2
60.28,1.83,V,90,40,0,2,0,3,1,N,0,1,1
57.67,1.79,V,30,90,0,0,6,7,0,N,0,0,0
86.18,1.78,V,48,10,0,0,0,1,0,N,1,2,1
74.23,1.68,M,49,0,0,1,0,5,0,N,1,2,1
69.28,1.62,M,62,0,0,3,0,0,0,N,0,0,0
85.14,1.75,V,49,0,1,0,0,0,0,N,1,3,3
91.27,1.87,V,56,0,5,0,8,5,3,N,0,0,0
61.19,1.54,M,60,10,0,5,0,0,0,N,1,1,1
53.87,1.73,V,63,100,19,1,10,15,0,N,1,2,2
86.97,1.75,V,45,0,1,6,0,2,1,N,1,3,2
80.76,1.72,M,42,0,5,0,6,4,0,N,1,1,0
82.99,1.75,V,62,0,12,0,8,0,0,N,0,2,4
56.39,1.77,V,28,50,4,0,0,0,0,N,3,4,4
55.76,1.76,V,57,100,3,3,0,7,0,N,0,2,1
89.97,1.69,M,38,0,0,0,10,0,0,N,1,1,1
53.87,1.73,V,41,140,0,0,19,13,0,N,2,3,1
91.12,1.72,V,47,0,5,3,6,11,0,N,3,4,4
73.82,1.59,M,37,0,8,0,2,6,0,N,2,3,4
100.57,1.77,V,42,0,0,9,0,0,0,N,1,1,1
50.2,1.67,V,21,40,7,1,0,5,0,N,2,4,2
73.89,1.58,M,35,0,9,0,4,0,1,N,3,4,3
52.02,1.7,M,52,60,0,2,10,12,0,N,1,1,1
52.99,1.6,M,48,20,6,0,0,4,0,N,1,3,2
83.26,1.68,M,18,0,3,0,11,10,0,N,0,2,3
104.95,1.84,V,18,0,0,0,16,8,0,N,1,3,2
82.96,1.74,V,61,0,11,0,7,0,2,N,0,0,1
89.64,1.72,M,50,0,4,1,20,5,1,N,1,1,0
70.86,1.62,M,39,0,0,1,1,2,0,N,0,2,3
71.2,1.63,M,48,0,9,0,12,11,0,N,1,3,4
58.58,1.61,M,35,0,9,0,0,8,0,N,1,3,0
84.56,1.76,V,69,0,3,0,0,0,8,N,2,4,3
44.37,1.57,M,54,80,0,1,0,10,0,N,1,4,4
87.4,1.69,M,20,0,0,2,14,13,0,N,0,2,3
66.66,1.62,V,64,0,10,1,0,4,0,N,2,4,4
69.34,1.8,V,18,30,6,3,0,0,0,N,2,4,4
63.98,1.65,M,30,20,11,1,8,1,0,N,1,2,2
67.21,1.74,V,72,20,0,0,6,6,1,N,2,4,3
92.64,1.74,M,18,0,0,1,7,1,0,N,2,1,1
69.4,1.58,M,52,0,0,0,0,4,0,N,1,2,2
77.81,1.72,V,44,0,16,2,0,3,0,N,2,2,2
83.94,1.76,V,18,0,5,0,0,0,5,N,0,2,1
101.09,1.8,V,42,0,2,0,11,0,0,N,1,2,2
58.97,1.81,V,38,200,8,0,22,15,7,N,1,2,4
96.15,1.72,M,20,0,0,5,0,0,0,N,2,3,3
72.48,1.72,V,18,30,6,0,18,3,0,N,0,1,1
83.54,1.68,M,54,0,0,0,18,13,0,N,0,1,1
69.36,1.7,V,58,20,9,1,10,4,0,N,2,3,4
63.12,1.69,V,18,30,0,2,4,5,1,N,1,2,2
76.42,1.67,M,55,0,0,0,0,0,0,N,2,3,3
75.69,1.74,V,18,20,8,0,11,8,0,N,3,4,4
70.14,1.63,M,31,0,18,0,16,16,0,N,0,1,1
91.07,1.76,V,18,0,19,4,0,6,0,N,2,2,2
52.02,1.7,M,37,110,9,6,9,7,0,N,2,1,2
89.07,1.79,V,57,0,0,0,0,0,0,N,1,2,3
47.82,1.63,M,65,60,5,0,9,5,4,N,1,0,0
85.26,1.64,M,48,0,6,0,18,2,0,N,2,2,3
88.41,1.74,M,55,0,6,1,19,4,0,N,1,3,2
81.11,1.69,M,44,0,0,0,6,11,0,N,1,3,4
64.07,1.68,M,21,20,5,0,0,0,0,N,0,2,2
68.86,1.6,M,18,0,6,0,0,0,4,N,1,3,2
79.44,1.63,M,36,0,0,0,7,4,0,N,1,2,2
82.12,1.66,M,49,0,0,0,0,2,0,N,2,4,4
57.46,1.73,V,34,30,10,1,8,11,0,N,1,0,0
92.95,1.74,V,18,0,12,2,18,4,0,S,1,4,4
92,1.76,V,36,0,13,0,15,10,0,N,1,2,3
44.94,1.58,M,18,90,0,0,0,0,0,S,3,4,4
66.16,1.65,M,40,0,16,4,0,10,6,N,0,0,0
95.41,1.76,V,41,0,0,3,11,0,0,N,0,2,2
90.06,1.71,M,18,0,5,0,13,6,0,N,1,2,3
82.54,1.69,M,42,0,0,0,9,5,0,N,2,4,3
88.1,1.74,V,29,0,0,0,0,1,0,N,2,3,2
57.47,1.62,M,18,30,0,5,0,3,0,N,1,0,1
81.41,1.73,V,37,10,2,0,0,5,0,N,1,2,4
91.43,1.74,M,35,0,0,3,0,4,0,N,2,3,4
88.03,1.77,V,44,0,0,1,0,2,0,N,0,1,1
80.57,1.62,M,36,0,0,5,2,1,0,N,2,1,1
87.39,1.65,M,29,0,2,2,11,6,0,N,1,1,2
69.44,1.66,M,52,0,16,1,9,8,0,N,0,1,0
55.76,1.76,V,46,50,0,5,0,2,0,N,0,0,0
71.92,1.78,V,32,20,0,3,0,7,2,N,1,2,1
95.47,1.84,V,75,0,9,4,0,2,0,N,2,3,3
88.75,1.72,V,48,0,2,1,1,0,0,N,2,3,2
55.12,1.75,V,27,110,28,0,0,0,0,N,2,3,4
79.19,1.7,V,34,0,1,2,0,3,0,N,1,4,3
82.84,1.64,M,23,0,0,2,3,6,0,N,2,4,4
46.92,1.61,M,65,30,5,0,0,0,0,N,1,3,4
83.85,1.65,M,43,0,8,9,0,3,0,N,2,2,0
77.05,1.63,M,36,0,10,1,0,0,0,N,1,2,3
77.9,1.68,M,66,0,2,1,3,0,0,N,0,2,0
57.03,1.78,V,26,110,0,2,0,0,0,N,1,2,4
50.8,1.68,V,30,190,1,1,0,0,0,N,1,2,1
77.19,1.64,M,55,0,0,0,7,9,0,N,1,1,1
74.34,1.79,V,38,0,24,0,2,11,0,N,1,2,2
54.5,1.74,V,65,80,0,2,14,0,0,N,1,1,3
48.41,1.64,M,35,150,9,8,0,0,0,N,1,4,4
84.72,1.64,M,30,0,2,0,0,0,0,N,2,3,4
50.8,1.68,V,18,60,0,0,0,0,2,N,3,4,4
83.11,1.64,M,52,0,1,6,0,5,4,N,2,3,4
74.77,1.64,M,53,0,9,0,3,2,0,N,2,4,4
60.54,1.55,M,46,20,0,0,5,0,3,N,2,3,4
83.04,1.71,V,32,0,0,2,6,0,0,N,0,2,3
80.05,1.7,V,42,10,0,0,7,0,0,N,1,4,3
72.53,1.63,M,18,0,6,0,4,10,0,N,1,2,2
74.65,1.61,M,44,0,0,0,15,9,2,N,1,1,0
47.82,1.63,M,58,60,15,5,7,2,0,N,1,3,4
92.73,1.77,V,42,0,0,2,15,5,0,N,1,1,1
77.51,1.72,V,73,0,18,0,4,8,0,N,2,2,3
82.69,1.75,V,45,0,3,0,0,5,0,N,0,0,0
77.4,1.69,V,47,0,16,0,7,0,0,N,1,2,2
52.63,1.71,M,21,50,0,0,11,10,0,N,3,4,4
79.93,1.74,V,54,0,20,4,1,5,0,N,1,3,4
53.87,1.73,V,55,140,4,0,11,4,0,N,2,4,3
82.36,1.63,M,44,0,0,0,24,12,4,N,0,1,1
45.51,1.59,M,49,50,0,0,0,0,0,N,2,3,4
86.42,1.76,V,29,0,0,0,10,7,0,N,0,0,0
67.91,1.61,M,18,0,3,0,10,1,3,N,0,3,2
80.5,1.63,M,21,0,1,2,8,4,0,N,1,3,4
80.12,1.71,V,38,0,0,3,0,3,0,N,0,1,1
49.6,1.66,M,60,70,11,2,0,0,0,N,2,4,3
47.82,1.63,M,60,90,5,6,4,0,0,N,0,2,1
78.18,1.68,V,33,0,11,0,5,7,0,N,1,3,4
77.24,1.61,M,33,0,5,2,2,3,0,N,1,2,3
83.04,1.65,M,60,0,0,7,2,0,0,N,0,0,1
53.06,1.68,M,47,40,3,5,0,0,2,N,2,4,4
74.52,1.73,V,22,20,1,1,6,8,0,N,1,2,2
78.64,1.63,M,18,0,0,1,9,2,3,N,1,1,0
89.94,1.72,V,39,0,10,2,2,0,1,N,3,4,4
92.04,1.74,V,46,0,0,6,8,5,0,N,0,2,2
92.79,1.75,V,53,0,0,3,16,9,0,N,0,0,0
58.32,1.8,V,43,110,14,0,13,9,0,N,3,2,3
80.59,1.65,V,41,0,0,0,21,24,0,N,3,3,2
96.55,1.8,V,47,0,0,0,17,18,0,N,2,2,1
95.07,1.74,V,18,0,0,1,2,1,0,S,1,1,1
88.59,1.76,V,18,0,1,0,14,13,0,N,0,1,0
46.66,1.61,M,50,60,0,0,0,0,0,N,2,2,2
76.78,1.63,M,48,0,0,4,0,0,0,N,1,2,1
77.86,1.65,M,43,0,0,0,6,4,0,N,1,2,2
92.57,1.68,M,46,0,1,0,17,7,NA,N,1,2,1
74.39,1.63,M,80,0,0,0,0,4,0,N,2,3,2
89.01,1.66,M,62,0,0,4,7,0,0,S,1,2,3
78.91,1.63,M,34,0,5,0,7,4,0,N,2,2,2
55.12,1.75,V,36,50,0,1,0,0,0,N,1,2,3
76.17,1.57,M,41,0,0,3,0,0,0,N,1,3,4
85.98,1.74,M,57,0,0,0,10,8,6,N,1,2,4
81.15,1.59,M,30,0,7,5,7,0,0,N,3,2,1
45.51,1.59,M,41,60,0,0,17,8,0,N,1,1,0
92.6,1.72,V,35,0,16,0,24,15,0,N,2,1,2
71.6,1.65,M,43,0,13,1,0,0,0,N,2,4,4
80.24,1.63,M,48,0,0,5,3,11,0,N,2,4,3
51.41,1.69,V,31,60,18,2,5,11,5,N,2,3,4
100.7,1.82,V,32,0,11,8,0,0,0,N,4,4,3
57.03,1.78,V,52,70,0,0,15,0,0,N,1,2,4
74.18,1.74,V,44,30,0,1,19,0,3,N,2,3,2
79.34,1.64,V,48,0,0,6,0,2,9,N,1,0,1
79.34,1.64,M,22,0,0,4,28,22,0,N,1,3,4
109.09,1.81,V,53,0,0,2,6,0,0,N,3,4,4
85.75,1.75,V,18,0,0,1,0,0,0,N,2,4,4
80.04,1.65,M,58,0,0,0,9,13,0,N,1,2,3
98.22,1.78,V,43,0,1,0,1,2,5,N,3,3,4
89.59,1.7,M,30,0,0,0,5,0,5,N,2,2,3
97.9,1.88,V,53,0,0,9,0,0,0,N,0,2,0
84.59,1.77,V,33,0,10,0,8,4,0,S,1,2,1
92.11,1.77,V,70,0,7,0,0,1,1,N,3,4,3
91.74,1.74,V,37,0,0,2,9,3,0,N,1,3,3
64.3,1.62,M,38,20,3,1,0,3,NA,N,2,2,2
84.45,1.64,M,28,0,9,0,8,0,0,N,2,2,2
92.2,1.78,V,28,0,3,7,0,0,0,N,1,4,3
72.17,1.62,M,40,0,0,4,0,0,0,N,1,4,4
81.91,1.61,M,48,0,1,2,0,0,0,N,3,4,4
75.92,1.57,M,41,0,2,5,15,5,1,N,2,3,2
85.68,1.74,V,45,0,0,0,3,0,0,N,0,3,1
74.05,1.65,M,34,0,0,1,11,5,0,N,0,1,1
87.45,1.78,V,54,0,5,2,4,2,0,N,1,4,4
74.5,1.64,M,36,0,0,0,1,0,0,N,0,1,3
83.33,1.76,V,18,0,12,0,14,14,0,N,1,2,2
84.91,1.72,V,43,0,12,5,4,0,0,N,1,2,2
79.91,1.73,V,38,0,10,0,0,1,0,N,0,2,2
87.27,1.72,M,18,0,0,4,0,4,8,N,1,1,2
84.39,1.7,M,52,0,9,2,10,0,0,N,0,1,0
94.4,1.82,V,62,0,0,0,5,12,0,N,2,3,4
81.95,1.65,M,38,0,0,4,10,8,0,N,1,1,1
93.55,1.76,M,22,0,0,2,0,0,2,N,1,2,1
77.71,1.66,M,18,0,16,6,2,3,2,N,3,4,2
99.79,1.8,V,41,0,4,2,16,6,0,N,2,4,3
96.64,1.78,V,63,0,0,4,5,3,0,N,2,4,4
61.47,1.78,V,45,20,11,4,0,0,4,N,1,3,2
72.8,1.63,M,64,20,13,0,18,5,0,N,3,4,3
67.25,1.65,M,40,10,11,0,21,3,0,N,1,2,1
